id,number,semester,year,user,difficulty,interest,department,workload1,workload2,workload3,workload4
s60_CIS_3340_2021_Spring,3340,Spring,2021,s60,3,2,CIS,4,4,3,2
s60_CIS_5650_2020_Spring,5650,Spring,2020,s60,3,5,CIS,4,2,2,4
s60_CIS_5800_2021_Fall,5800,Fall,2021,s60,1,2,CIS,2,2,1,1
s61_CIS_1200_2020_Fall,1200,Fall,2020,s61,1,1,CIS,1,2,2,1
s61_CIS_5680_2021_Spring,5680,Spring,2021,s61,2,5,CIS,2,3,1,1
s61_CIS_1400_2020_Fall,1400,Fall,2020,s61,1,1,CIS,1,1,1,2
s61_CIS_5420_2020_Fall,5420,Fall,2020,s61,1,2,CIS,1,2,2,2
s61_CIS_5910_2020_Spring,5910,Spring,2020,s61,1,2,CIS,1,2,1,2
s62_CIS_4100_2022_Spring,4100,Spring,2022,s62,5,5,CIS,5,5,4,5
s62_CIS_1200_2021_Fall,1200,Fall,2021,s62,5,2,CIS,5,5,5,4
s62_CIS_5300_2021_Fall,5300,Fall,2021,s62,4,4,CIS,5,4,5,4
s62_CIS_5940_2020_Fall,5940,Fall,2020,s62,5,5,CIS,5,5,5,5
s62_CIS_5510_2022_Fall,5510,Fall,2022,s62,3,4,CIS,4,3,4,3
s63_CIS_6400_2021_Fall,6400,Fall,2021,s63,5,1,CIS,4,4,5,4
s63_CIS_6300_2022_Fall,6300,Fall,2022,s63,4,3,CIS,3,5,5,5
s63_CIS_5560_2020_Fall,5560,Fall,2020,s63,4,1,CIS,5,4,3,5
s63_CIS_3990_2022_Spring,3990,Spring,2022,s63,4,2,CIS,4,3,4,4
s63_CIS_5670_2021_Fall,5670,Fall,2021,s63,4,5,CIS,5,5,4,5
s64_CIS_0099_2021_Spring,0099,Spring,2021,s64,3,4,CIS,3,2,4,2
s64_CIS_5210_2021_Spring,5210,Spring,2021,s64,3,3,CIS,3,2,4,4
s64_CIS_4110_2021_Fall,4110,Fall,2021,s64,2,3,CIS,1,1,1,3
s64_CIS_1980_2021_Spring,1980,Spring,2021,s64,3,4,CIS,2,2,3,3
s64_CIS_3500_2022_Spring,3500,Spring,2022,s64,4,2,CIS,4,5,4,4
s65_CIS_5540_2022_Fall,5540,Fall,2022,s65,4,4,CIS,5,4,3,4
s65_CIS_5230_2021_Spring,5230,Spring,2021,s65,5,2,CIS,4,5,4,5
s65_CIS_3800_2020_Fall,3800,Fall,2020,s65,2,5,CIS,2,1,2,2
s65_CIS_1210_2021_Spring,1210,Spring,2021,s65,4,5,CIS,4,4,4,3
s65_CIS_5730_2022_Spring,5730,Spring,2022,s65,5,2,CIS,4,5,5,5
s66_CIS_5560_2020_Fall,5560,Fall,2020,s66,1,1,CIS,2,1,1,1
s66_CIS_1930_2022_Fall,1930,Fall,2022,s66,2,5,CIS,3,2,1,1
s66_CIS_5820_2020_Spring,5820,Spring,2020,s66,1,3,CIS,1,1,1,2
s66_CIS_4970_2021_Fall,4970,Fall,2021,s66,1,4,CIS,1,1,1,1
s66_CIS_5400_2021_Spring,5400,Spring,2021,s66,4,1,CIS,5,5,3,3
s67_CIS_4010_2020_Fall,4010,Fall,2020,s67,4,5,CIS,3,5,4,5
s67_CIS_3980_2021_Spring,3980,Spring,2021,s67,4,2,CIS,4,3,4,4
s67_CIS_6010_2021_Spring,6010,Spring,2021,s67,5,2,CIS,4,5,5,5
s67_CIS_5730_2020_Fall,5730,Fall,2020,s67,1,4,CIS,1,1,2,2
s67_CIS_4000_2022_Spring,4000,Spring,2022,s67,5,4,CIS,5,5,5,4
s68_CIS_4610_2020_Spring,4610,Spring,2020,s68,3,4,CIS,2,2,3,3
s68_CIS_4980_2022_Fall,4980,Fall,2022,s68,5,4,CIS,5,5,5,4
s68_CIS_5010_2021_Spring,5010,Spring,2021,s68,1,1,CIS,1,1,1,1
s68_CIS_5730_2022_Spring,5730,Spring,2022,s68,3,4,CIS,3,3,3,2
s68_CIS_5190_2020_Fall,5190,Fall,2020,s68,1,3,CIS,1,1,1,1
s69_CIS_5200_2022_Spring,5200,Spring,2022,s69,1,3,CIS,1,1,1,1
s69_CIS_4670_2022_Spring,4670,Spring,2022,s69,2,3,CIS,3,3,3,2
s69_CIS_4000_2022_Fall,4000,Fall,2022,s69,5,4,CIS,5,4,5,4
s69_CIS_1900_2022_Fall,1900,Fall,2022,s69,2,3,CIS,1,1,3,2
s69_CIS_5660_2021_Fall,5660,Fall,2021,s69,4,2,CIS,3,3,5,4
s70_CIS_5810_2021_Spring,5810,Spring,2021,s70,1,1,CIS,1,1,2,1
s70_CIS_5680_2021_Spring,5680,Spring,2021,s70,2,1,CIS,2,2,3,1
s70_CIS_5910_2020_Fall,5910,Fall,2020,s70,5,5,CIS,4,5,5,4
s70_CIS_4360_2021_Spring,4360,Spring,2021,s70,5,4,CIS,5,4,5,4
s70_CIS_5010_2021_Spring,5010,Spring,2021,s70,2,5,CIS,3,2,1,1
s71_CIS_4410_2020_Spring,4410,Spring,2020,s71,2,1,CIS,3,1,1,3
s71_CIS_8000_2020_Spring,8000,Spring,2020,s71,2,5,CIS,1,3,1,2
s71_CIS_5220_2020_Spring,5220,Spring,2020,s71,4,1,CIS,5,3,3,3
s71_CIS_5260_2021_Fall,5260,Fall,2021,s71,3,2,CIS,4,3,3,4
s71_CIS_5150_2021_Fall,5150,Fall,2021,s71,5,1,CIS,5,5,5,5
s72_CIS_4500_2021_Spring,4500,Spring,2021,s72,4,1,CIS,5,5,4,5
s72_CIS_5230_2021_Spring,5230,Spring,2021,s72,4,4,CIS,5,4,3,4
s72_CIS_5050_2022_Spring,5050,Spring,2022,s72,5,2,CIS,4,5,5,4
s72_CIS_5410_2022_Fall,5410,Fall,2022,s72,2,2,CIS,3,2,3,1
s72_CIS_1920_2020_Spring,1920,Spring,2020,s72,3,5,CIS,3,4,4,3
s73_CIS_5920_2020_Fall,5920,Fall,2020,s73,4,5,CIS,4,5,3,4
s73_CIS_5680_2020_Spring,5680,Spring,2020,s73,3,3,CIS,4,3,3,3
s73_CIS_1200_2022_Fall,1200,Fall,2022,s73,2,5,CIS,3,1,3,3
s73_CIS_1900_2022_Spring,1900,Spring,2022,s73,1,5,CIS,2,1,2,2
s73_CIS_5670_2022_Spring,5670,Spring,2022,s73,5,4,CIS,5,4,4,5
s74_CIS_8950_2021_Spring,8950,Spring,2021,s74,4,3,CIS,3,4,4,5
s74_CIS_5300_2020_Spring,5300,Spring,2020,s74,5,1,CIS,5,5,5,4
s74_CIS_5680_2021_Spring,5680,Spring,2021,s74,3,5,CIS,4,4,2,2
s74_CIS_5200_2022_Fall,5200,Fall,2022,s74,5,3,CIS,5,5,5,5
s74_CIS_3500_2021_Fall,3500,Fall,2021,s74,1,1,CIS,1,1,1,2
s75_CIS_1070_2021_Spring,1070,Spring,2021,s75,3,3,CIS,3,4,2,2
s75_CIS_5670_2022_Fall,5670,Fall,2022,s75,5,5,CIS,5,5,5,5
s75_CIS_5450_2022_Spring,5450,Spring,2022,s75,4,4,CIS,3,4,3,4
s75_CIS_3990_2020_Spring,3990,Spring,2020,s75,5,1,CIS,4,5,5,5
s75_CIS_2620_2022_Fall,2620,Fall,2022,s75,2,1,CIS,3,3,3,3
s76_CIS_6250_2021_Fall,6250,Fall,2021,s76,2,2,CIS,1,1,1,1
s76_CIS_5020_2021_Fall,5020,Fall,2021,s76,3,4,CIS,2,4,3,4
s76_CIS_5800_2020_Spring,5800,Spring,2020,s76,5,5,CIS,5,5,4,4
s76_CIS_5620_2022_Fall,5620,Fall,2022,s76,2,1,CIS,2,2,2,1
s76_CIS_5670_2022_Fall,5670,Fall,2022,s76,5,2,CIS,4,4,5,4
s77_CIS_5470_2022_Spring,5470,Spring,2022,s77,1,3,CIS,1,1,1,2
s77_CIS_1970_2021_Spring,1970,Spring,2021,s77,4,5,CIS,5,5,3,4
s77_CIS_5680_2022_Fall,5680,Fall,2022,s77,5,5,CIS,4,4,5,4
s77_CIS_6600_2020_Spring,6600,Spring,2020,s77,2,2,CIS,2,2,2,1
s77_CIS_5110_2022_Spring,5110,Spring,2022,s77,2,1,CIS,1,3,1,1
s78_CIS_1950_2022_Spring,1950,Spring,2022,s78,1,2,CIS,1,1,1,1
s78_CIS_5350_2022_Spring,5350,Spring,2022,s78,3,1,CIS,4,2,3,2
s78_CIS_8950_2021_Spring,8950,Spring,2021,s78,5,3,CIS,5,5,5,5
s78_CIS_6200_2022_Fall,6200,Fall,2022,s78,2,4,CIS,2,2,2,2
s78_CIS_2610_2020_Spring,2610,Spring,2020,s78,2,4,CIS,1,3,3,3
s79_CIS_1100_2022_Spring,1100,Spring,2022,s79,1,5,CIS,1,1,1,1
s79_CIS_3800_2022_Spring,3800,Spring,2022,s79,3,5,CIS,4,4,2,4
s79_CIS_5810_2020_Spring,5810,Spring,2020,s79,4,4,CIS,3,3,4,3
s79_CIS_5490_2020_Fall,5490,Fall,2020,s79,2,1,CIS,1,3,3,3
s79_CIS_8990_2020_Fall,8990,Fall,2020,s79,5,3,CIS,5,5,4,4
s80_CIS_5520_2020_Fall,5520,Fall,2020,s80,1,4,CIS,2,2,2,1
s80_CIS_5730_2021_Spring,5730,Spring,2021,s80,4,3,CIS,3,4,5,3
s80_CIS_5410_2021_Fall,5410,Fall,2021,s80,1,3,CIS,1,2,1,1
s80_CIS_3310_2020_Spring,3310,Spring,2020,s80,3,3,CIS,3,2,2,4
s80_CIS_5110_2022_Spring,5110,Spring,2022,s80,1,4,CIS,1,2,1,1
s81_CIS_5230_2022_Spring,5230,Spring,2022,s81,1,1,CIS,2,2,1,1
s81_CIS_8990_2021_Fall,8990,Fall,2021,s81,5,1,CIS,5,5,4,5
s81_CIS_1100_2022_Fall,1100,Fall,2022,s81,5,2,CIS,4,4,4,5
s81_CIS_6700_2020_Spring,6700,Spring,2020,s81,4,5,CIS,3,4,4,4
s81_CIS_4210_2021_Spring,4210,Spring,2021,s81,1,2,CIS,2,2,1,1
s82_CIS_1210_2022_Spring,1210,Spring,2022,s82,4,3,CIS,5,3,4,5
s82_CIS_1940_2022_Spring,1940,Spring,2022,s82,2,4,CIS,3,1,2,1
s82_CIS_5640_2022_Spring,5640,Spring,2022,s82,4,2,CIS,4,4,3,3
s82_CIS_1940_2021_Spring,1940,Spring,2021,s82,3,5,CIS,2,4,2,2
s82_CIS_5530_2020_Spring,5530,Spring,2020,s82,2,1,CIS,2,3,2,2
s83_CIS_5670_2022_Spring,5670,Spring,2022,s83,4,5,CIS,5,5,4,5
s83_CIS_5470_2021_Spring,5470,Spring,2021,s83,4,2,CIS,3,5,3,3
s83_CIS_5960_2022_Spring,5960,Spring,2022,s83,5,1,CIS,5,4,4,5
s83_CIS_4190_2020_Spring,4190,Spring,2020,s83,4,5,CIS,5,3,3,3
s83_CIS_4110_2021_Spring,4110,Spring,2021,s83,3,4,CIS,4,2,3,3
s84_CIS_5480_2021_Spring,5480,Spring,2021,s84,5,2,CIS,4,5,5,5
s84_CIS_3900_2022_Spring,3900,Spring,2022,s84,3,4,CIS,4,3,4,2
s84_CIS_3340_2020_Fall,3340,Fall,2020,s84,5,2,CIS,5,5,4,5
s84_CIS_1950_2022_Spring,1950,Spring,2022,s84,5,4,CIS,4,5,5,5
s84_CIS_5020_2021_Spring,5020,Spring,2021,s84,1,1,CIS,1,2,1,1
s85_CIS_5590_2022_Fall,5590,Fall,2022,s85,3,3,CIS,3,3,3,4
s85_CIS_5610_2022_Fall,5610,Fall,2022,s85,4,5,CIS,5,4,5,3
s85_CIS_4010_2021_Spring,4010,Spring,2021,s85,4,5,CIS,5,4,3,4
s85_CIS_5350_2021_Fall,5350,Fall,2021,s85,4,4,CIS,4,3,5,5
s85_CIS_8950_2021_Spring,8950,Spring,2021,s85,2,4,CIS,2,3,2,3
s86_CIS_4100_2020_Spring,4100,Spring,2020,s86,5,3,CIS,5,5,5,4
s86_CIS_5640_2021_Fall,5640,Fall,2021,s86,3,4,CIS,2,3,2,3
s86_CIS_5500_2021_Spring,5500,Spring,2021,s86,1,3,CIS,2,2,2,2
s86_CIS_4670_2020_Spring,4670,Spring,2020,s86,1,4,CIS,2,1,1,2
s86_CIS_5260_2021_Spring,5260,Spring,2021,s86,4,3,CIS,4,5,5,4
s87_CIS_0099_2020_Fall,0099,Fall,2020,s87,3,4,CIS,2,4,2,3
s87_CIS_5260_2020_Fall,5260,Fall,2020,s87,5,4,CIS,5,5,4,5
s87_CIS_5910_2021_Fall,5910,Fall,2021,s87,4,4,CIS,3,3,3,5
s87_CIS_5510_2020_Spring,5510,Spring,2020,s87,3,5,CIS,4,2,3,4
s87_CIS_5900_2020_Spring,5900,Spring,2020,s87,4,3,CIS,5,5,4,4
s88_CIS_5490_2020_Spring,5490,Spring,2020,s88,3,1,CIS,4,3,3,4
s88_CIS_7000_2021_Spring,7000,Spring,2021,s88,1,5,CIS,2,1,1,2
s88_CIS_6770_2022_Fall,6770,Fall,2022,s88,2,3,CIS,2,1,2,3
s88_CIS_5500_2020_Fall,5500,Fall,2020,s88,4,1,CIS,4,5,5,5
s88_CIS_5630_2022_Spring,5630,Spring,2022,s88,4,4,CIS,5,3,5,4
s89_CIS_5180_2020_Fall,5180,Fall,2020,s89,2,5,CIS,1,2,3,1
s89_CIS_1880_2020_Fall,1880,Fall,2020,s89,4,2,CIS,5,4,3,4
s89_CIS_4010_2020_Fall,4010,Fall,2020,s89,3,4,CIS,2,2,2,4
s89_CIS_5910_2020_Fall,5910,Fall,2020,s89,3,1,CIS,3,3,2,4
s89_CIS_5670_2022_Spring,5670,Spring,2022,s89,2,3,CIS,3,2,3,1
s90_CIS_5800_2021_Fall,5800,Fall,2021,s90,5,1,CIS,4,5,4,4
s90_CIS_6500_2020_Spring,6500,Spring,2020,s90,1,1,CIS,1,1,1,1
s90_CIS_5520_2021_Fall,5520,Fall,2021,s90,5,5,CIS,5,5,5,5
s90_CIS_4550_2022_Fall,4550,Fall,2022,s90,5,4,CIS,5,4,5,4
s90_CIS_5910_2020_Spring,5910,Spring,2020,s90,4,5,CIS,3,3,3,3
s91_CIS_5020_2021_Spring,5020,Spring,2021,s91,2,4,CIS,3,3,3,3
s91_CIS_4100_2022_Fall,4100,Fall,2022,s91,3,5,CIS,4,3,3,2
s91_CIS_3200_2021_Fall,3200,Fall,2021,s91,2,5,CIS,1,3,3,3
s91_CIS_8000_2022_Spring,8000,Spring,2022,s91,1,5,CIS,2,1,2,2
s91_CIS_5370_2020_Fall,5370,Fall,2020,s91,1,3,CIS,1,1,1,2
s92_CIS_4210_2022_Fall,4210,Fall,2022,s92,4,5,CIS,4,4,3,3
s92_CIS_4360_2022_Fall,4360,Fall,2022,s92,3,2,CIS,2,4,3,4
s92_CIS_5480_2020_Spring,5480,Spring,2020,s92,2,5,CIS,1,1,1,1
s92_CIS_5180_2021_Fall,5180,Fall,2021,s92,5,2,CIS,5,4,5,4
s92_CIS_6100_2021_Spring,6100,Spring,2021,s92,3,2,CIS,4,2,2,2
s93_CIS_3990_2021_Fall,3990,Fall,2021,s93,5,5,CIS,5,5,5,5
s93_CIS_5260_2021_Spring,5260,Spring,2021,s93,3,1,CIS,4,4,3,2
s93_CIS_6010_2020_Fall,6010,Fall,2020,s93,4,1,CIS,5,3,4,4
s93_CIS_3410_2020_Fall,3410,Fall,2020,s93,2,1,CIS,1,2,2,1
s93_CIS_5010_2020_Fall,5010,Fall,2020,s93,3,2,CIS,2,3,2,2
s94_CIS_3500_2021_Fall,3500,Fall,2021,s94,3,3,CIS,3,3,2,4
s94_CIS_2330_2020_Fall,2330,Fall,2020,s94,5,5,CIS,5,4,5,4
s94_CIS_4670_2022_Spring,4670,Spring,2022,s94,5,4,CIS,5,5,5,5
s94_CIS_9990_2022_Spring,9990,Spring,2022,s94,4,5,CIS,5,4,4,3
s94_CIS_5260_2022_Fall,5260,Fall,2022,s94,3,3,CIS,4,3,4,3
s95_CIS_1250_2022_Fall,1250,Fall,2022,s95,2,4,CIS,2,3,2,1
s95_CIS_1940_2021_Spring,1940,Spring,2021,s95,3,4,CIS,2,4,3,2
s95_CIS_1070_2021_Spring,1070,Spring,2021,s95,3,1,CIS,2,2,4,3
s95_CIS_2400_2021_Fall,2400,Fall,2021,s95,3,3,CIS,3,4,2,3
s95_CIS_4500_2021_Spring,4500,Spring,2021,s95,4,3,CIS,4,3,5,3
s96_CIS_5000_2022_Fall,5000,Fall,2022,s96,3,1,CIS,2,3,2,2
s96_CIS_4600_2021_Fall,4600,Fall,2021,s96,2,3,CIS,3,3,3,1
s96_CIS_1880_2022_Fall,1880,Fall,2022,s96,1,5,CIS,1,1,1,2
s96_CIS_1200_2022_Fall,1200,Fall,2022,s96,4,1,CIS,5,5,4,3
s96_CIS_1930_2021_Spring,1930,Spring,2021,s96,5,3,CIS,5,5,5,5
s97_CIS_5200_2021_Fall,5200,Fall,2021,s97,2,1,CIS,3,3,3,3
s97_CIS_6600_2022_Spring,6600,Spring,2022,s97,2,4,CIS,3,1,3,3
s97_CIS_1920_2022_Fall,1920,Fall,2022,s97,2,4,CIS,2,1,3,2
s97_CIS_2620_2021_Spring,2620,Spring,2021,s97,2,1,CIS,2,2,2,2
s97_CIS_5200_2020_Fall,5200,Fall,2020,s97,2,5,CIS,2,1,1,1
s98_CIS_8000_2022_Fall,8000,Fall,2022,s98,1,2,CIS,2,1,1,2
s98_CIS_5560_2021_Spring,5560,Spring,2021,s98,1,1,CIS,1,2,1,2
s98_CIS_6400_2021_Spring,6400,Spring,2021,s98,2,4,CIS,2,3,1,2
s98_CIS_5410_2022_Fall,5410,Fall,2022,s98,5,2,CIS,5,5,4,5
s98_CIS_1970_2020_Spring,1970,Spring,2020,s98,5,4,CIS,4,4,5,5
s99_CIS_4110_2022_Spring,4110,Spring,2022,s99,4,4,CIS,5,3,4,5
s99_CIS_2620_2021_Fall,2620,Fall,2021,s99,4,3,CIS,5,3,5,3
s99_CIS_0099_2022_Fall,0099,Fall,2022,s99,1,4,CIS,1,2,1,2
s99_CIS_5360_2022_Spring,5360,Spring,2022,s99,3,1,CIS,4,4,3,3
s99_CIS_5590_2021_Fall,5590,Fall,2021,s99,1,2,CIS,1,1,2,1
s100_CIS_1900_2022_Spring,1900,Spring,2022,s100,3,2,CIS,3,2,2,4
s100_CIS_5990_2022_Fall,5990,Fall,2022,s100,3,5,CIS,4,2,3,2
s100_CIS_5960_2021_Fall,5960,Fall,2021,s100,5,4,CIS,5,4,4,4
s100_CIS_4670_2022_Spring,4670,Spring,2022,s100,1,3,CIS,1,1,1,2
s100_CIS_6600_2020_Fall,6600,Fall,2020,s100,5,2,CIS,5,4,5,4
s101_CIS_4230_2022_Spring,4230,Spring,2022,s101,2,5,CIS,2,3,2,3
s101_CIS_1910_2021_Spring,1910,Spring,2021,s101,2,5,CIS,2,3,1,1
s101_CIS_4710_2022_Fall,4710,Fall,2022,s101,2,4,CIS,2,2,2,3
s101_CIS_8100_2022_Fall,8100,Fall,2022,s101,3,1,CIS,3,2,3,3
s101_CIS_8100_2021_Fall,8100,Fall,2021,s101,1,5,CIS,1,2,2,2
s102_CIS_8100_2020_Spring,8100,Spring,2020,s102,2,1,CIS,2,1,2,1
s102_CIS_6600_2021_Fall,6600,Fall,2021,s102,3,3,CIS,4,4,4,4
s102_CIS_4410_2020_Spring,4410,Spring,2020,s102,2,1,CIS,3,2,1,1
s102_CIS_1980_2020_Spring,1980,Spring,2020,s102,1,3,CIS,1,1,2,1
s102_CIS_5400_2021_Fall,5400,Fall,2021,s102,4,4,CIS,3,3,5,5
s103_CIS_5520_2021_Fall,5520,Fall,2021,s103,2,3,CIS,3,2,3,1
s103_CIS_5970_2021_Fall,5970,Fall,2021,s103,5,5,CIS,5,5,4,5
s103_CIS_1100_2021_Fall,1100,Fall,2021,s103,5,5,CIS,4,5,5,5
s103_CIS_5230_2022_Spring,5230,Spring,2022,s103,1,4,CIS,2,2,1,1
s103_CIS_4230_2021_Spring,4230,Spring,2021,s103,5,3,CIS,5,4,5,4
s104_CIS_1210_2022_Fall,1210,Fall,2022,s104,1,3,CIS,1,1,2,1
s104_CIS_6250_2020_Spring,6250,Spring,2020,s104,4,5,CIS,3,3,4,5
s104_CIS_4410_2022_Spring,4410,Spring,2022,s104,2,3,CIS,3,3,3,3
s104_CIS_4210_2020_Fall,4210,Fall,2020,s104,3,3,CIS,3,4,4,4
s104_CIS_4100_2020_Fall,4100,Fall,2020,s104,2,5,CIS,1,3,2,2
s105_CIS_4970_2022_Spring,4970,Spring,2022,s105,5,1,CIS,5,5,4,5
s105_CIS_6770_2021_Fall,6770,Fall,2021,s105,2,1,CIS,1,2,2,2
s105_CIS_1200_2021_Spring,1200,Spring,2021,s105,3,3,CIS,4,2,2,3
s105_CIS_5920_2020_Spring,5920,Spring,2020,s105,3,4,CIS,4,4,2,3
s105_CIS_5810_2020_Fall,5810,Fall,2020,s105,3,3,CIS,3,3,3,3
s106_CIS_5990_2022_Fall,5990,Fall,2022,s106,1,2,CIS,1,1,1,1
s106_CIS_4710_2022_Spring,4710,Spring,2022,s106,3,2,CIS,4,4,2,3
s106_CIS_5610_2021_Fall,5610,Fall,2021,s106,5,5,CIS,5,4,5,4
s106_CIS_4110_2022_Fall,4110,Fall,2022,s106,5,4,CIS,4,5,4,5
s106_CIS_1940_2021_Fall,1940,Fall,2021,s106,1,1,CIS,2,1,2,1
s107_CIS_5530_2022_Spring,5530,Spring,2022,s107,3,2,CIS,4,4,2,4
s107_CIS_5640_2020_Spring,5640,Spring,2020,s107,2,1,CIS,2,1,1,2
s107_CIS_5900_2020_Spring,5900,Spring,2020,s107,1,3,CIS,1,1,1,1
s107_CIS_5420_2022_Spring,5420,Spring,2022,s107,1,5,CIS,2,1,1,1
s107_CIS_5510_2022_Spring,5510,Spring,2022,s107,1,5,CIS,2,1,2,1
s108_CIS_4230_2021_Fall,4230,Fall,2021,s108,4,5,CIS,4,5,5,4
s108_CIS_5530_2021_Spring,5530,Spring,2021,s108,2,2,CIS,3,2,3,2
s108_CIS_4670_2020_Spring,4670,Spring,2020,s108,4,4,CIS,4,3,4,3
s108_CIS_3200_2020_Spring,3200,Spring,2020,s108,5,5,CIS,5,5,4,5
s108_CIS_1940_2020_Fall,1940,Fall,2020,s108,3,5,CIS,2,4,4,4
s109_CIS_1910_2020_Spring,1910,Spring,2020,s109,5,5,CIS,5,5,4,5
s109_CIS_5710_2022_Fall,5710,Fall,2022,s109,3,5,CIS,2,4,4,2
s109_CIS_5630_2022_Fall,5630,Fall,2022,s109,5,1,CIS,5,4,5,5
s109_CIS_4210_2022_Fall,4210,Fall,2022,s109,3,2,CIS,2,4,4,3
s109_CIS_5920_2020_Fall,5920,Fall,2020,s109,1,1,CIS,1,1,1,1
s110_CIS_4010_2022_Spring,4010,Spring,2022,s110,2,1,CIS,3,2,2,1
s110_CIS_4670_2020_Fall,4670,Fall,2020,s110,1,3,CIS,2,1,1,2
s110_CIS_5680_2020_Spring,5680,Spring,2020,s110,4,2,CIS,4,5,5,4
s110_CIS_5810_2022_Spring,5810,Spring,2022,s110,3,4,CIS,3,4,3,3
s110_CIS_8000_2021_Fall,8000,Fall,2021,s110,5,2,CIS,5,4,5,4
s111_CIS_5650_2020_Spring,5650,Spring,2020,s111,5,2,CIS,5,4,5,5
s111_CIS_1250_2021_Spring,1250,Spring,2021,s111,2,5,CIS,2,3,3,1
s111_CIS_1940_2020_Spring,1940,Spring,2020,s111,4,1,CIS,5,4,5,3
s111_CIS_4970_2022_Fall,4970,Fall,2022,s111,4,4,CIS,5,5,5,5
s111_CIS_4010_2021_Fall,4010,Fall,2021,s111,1,4,CIS,1,2,1,2
s112_CIS_5020_2021_Fall,5020,Fall,2021,s112,3,5,CIS,4,3,2,2
s112_CIS_5600_2021_Fall,5600,Fall,2021,s112,3,3,CIS,3,4,3,4
s112_CIS_3340_2020_Fall,3340,Fall,2020,s112,2,5,CIS,1,3,3,3
s112_CIS_4610_2021_Fall,4610,Fall,2021,s112,2,1,CIS,2,1,3,2
s112_CIS_5900_2020_Spring,5900,Spring,2020,s112,4,5,CIS,4,3,3,3
s113_CIS_5520_2020_Fall,5520,Fall,2020,s113,2,5,CIS,2,1,3,1
s113_CIS_5000_2020_Spring,5000,Spring,2020,s113,3,5,CIS,4,2,3,2
s113_CIS_9990_2022_Spring,9990,Spring,2022,s113,5,2,CIS,5,4,5,5
s113_CIS_1910_2020_Spring,1910,Spring,2020,s113,3,3,CIS,2,2,4,2
s113_CIS_5610_2022_Spring,5610,Spring,2022,s113,4,2,CIS,5,4,3,4
s114_CIS_8950_2020_Fall,8950,Fall,2020,s114,4,1,CIS,5,5,3,4
s114_CIS_6700_2020_Fall,6700,Fall,2020,s114,4,2,CIS,4,5,5,4
s114_CIS_5640_2021_Spring,5640,Spring,2021,s114,5,1,CIS,5,5,5,5
s114_CIS_5470_2020_Fall,5470,Fall,2020,s114,3,3,CIS,4,4,3,2
s114_CIS_1210_2020_Fall,1210,Fall,2020,s114,4,2,CIS,4,3,3,3
s115_CIS_4000_2021_Spring,4000,Spring,2021,s115,3,3,CIS,3,3,4,4
s115_CIS_8990_2020_Fall,8990,Fall,2020,s115,3,4,CIS,2,3,2,4
s115_CIS_2330_2021_Spring,2330,Spring,2021,s115,2,5,CIS,2,2,2,3
s115_CIS_5200_2021_Spring,5200,Spring,2021,s115,1,1,CIS,2,2,1,1
s115_CIS_9990_2020_Fall,9990,Fall,2020,s115,3,4,CIS,2,4,4,2
s116_CIS_5560_2021_Spring,5560,Spring,2021,s116,4,5,CIS,3,3,4,5
s116_CIS_5470_2022_Fall,5470,Fall,2022,s116,1,5,CIS,2,1,2,1
s116_CIS_1100_2022_Spring,1100,Spring,2022,s116,5,1,CIS,5,5,4,4
s116_CIS_2620_2020_Spring,2620,Spring,2020,s116,1,3,CIS,1,2,2,1
s116_CIS_5590_2020_Spring,5590,Spring,2020,s116,1,1,CIS,1,1,1,1
s117_CIS_5660_2020_Fall,5660,Fall,2020,s117,1,2,CIS,1,2,1,2
s117_CIS_5520_2020_Spring,5520,Spring,2020,s117,1,3,CIS,1,1,1,2
s117_CIS_5200_2022_Spring,5200,Spring,2022,s117,1,1,CIS,1,2,1,1
s117_CIS_4360_2020_Spring,4360,Spring,2020,s117,1,5,CIS,1,2,2,1
s117_CIS_4230_2021_Fall,4230,Fall,2021,s117,5,5,CIS,4,4,4,5
s118_CIS_1960_2021_Spring,1960,Spring,2021,s118,2,4,CIS,1,3,2,2
s118_CIS_4010_2021_Fall,4010,Fall,2021,s118,4,3,CIS,5,3,3,3
s118_CIS_5470_2020_Fall,5470,Fall,2020,s118,2,2,CIS,1,1,2,2
s118_CIS_5800_2022_Fall,5800,Fall,2022,s118,1,1,CIS,1,1,2,1
s118_CIS_1050_2022_Spring,1050,Spring,2022,s118,5,1,CIS,5,5,5,5
s119_CIS_5050_2020_Fall,5050,Fall,2020,s119,4,5,CIS,3,4,5,3
s119_CIS_4360_2021_Fall,4360,Fall,2021,s119,3,4,CIS,4,4,4,2
s119_CIS_5810_2021_Fall,5810,Fall,2021,s119,5,3,CIS,5,5,4,5
s119_CIS_5620_2020_Fall,5620,Fall,2020,s119,1,5,CIS,1,1,1,1
s119_CIS_5220_2020_Spring,5220,Spring,2020,s119,1,1,CIS,1,1,2,2
s120_CIS_5230_2020_Spring,5230,Spring,2020,s120,5,4,CIS,5,4,5,4
s120_CIS_1900_2020_Fall,1900,Fall,2020,s120,3,2,CIS,4,4,4,3
s120_CIS_5370_2021_Fall,5370,Fall,2021,s120,5,3,CIS,5,4,5,5
s120_CIS_1950_2021_Fall,1950,Fall,2021,s120,4,1,CIS,3,3,3,4
s120_CIS_4980_2022_Spring,4980,Spring,2022,s120,4,5,CIS,3,5,4,4
